request_number,username,created_at,body
R-20251028-3446,specialist6,2025-11-22 08:17:06,Ожидаем поставку запчастей.
R-20250927-8287,specialist1,2025-10-02 01:53:06,Ожидаем поставку запчастей.
R-20250927-8287,specialist6,2025-10-14 17:53:06,Провел диагностику. Требуется замена детали.
R-20250927-8287,operator5,2025-10-02 17:53:06,Установлена новая плата управления.
R-20250901-0829,operator3,2025-09-25 01:12:06,Проверка герметичности системы.
R-20250901-0829,specialist9,2025-09-16 00:12:06,Проверка электрики - все в норме.
R-20250901-0829,operator5,2025-09-08 01:12:06,Установлена новая плата управления.
R-20250901-0829,specialist1,2025-09-06 04:12:06,Выполнена профилактическая чистка.
R-20250901-0829,operator4,2025-09-05 22:12:06,Заправка фреоном выполнена. Проверка работы.
R-20251125-5281,specialist7,2025-12-15 05:05:06,Заправка фреоном выполнена. Проверка работы.
R-20251105-2177,specialist1,2025-12-02 10:01:06,Проверка электрики - все в норме.
R-20251020-4923,operator5,2025-11-07 16:55:06,"Ремонт завершен, требуется проверка клиентом."
R-20251020-4923,specialist2,2025-11-16 22:55:06,Провел диагностику. Требуется замена детали.
R-20251020-4923,operator4,2025-11-14 19:55:06,Ожидаем поставку запчастей.
R-20251020-4923,specialist4,2025-11-02 21:55:06,Заменен компрессор.
R-20251121-9271,operator1,2025-12-06 06:22:06,Проверка электрики - все в норме.
R-20251121-9271,operator2,2025-12-21 09:22:06,Требуется заказ комплектующих.
R-20251121-9271,specialist1,2025-11-23 11:22:06,Провел диагностику. Требуется замена детали.
R-20251121-9271,specialist6,2025-11-27 10:22:06,Проверка электрики - все в норме.
R-20251014-3285,specialist10,2025-10-29 03:23:06,Ожидаем поставку запчастей.
R-20251213-5329,specialist7,2025-12-25 21:00:06,Установлена новая плата управления.
R-20251213-5329,operator4,2025-12-30 21:00:06,Очистка фильтров выполнена.
R-20251213-5329,specialist2,2026-01-10 13:00:06,Настройка параметров работы.
R-20251126-2761,operator3,2025-12-12 08:08:06,Проверка электрики - все в норме.
R-20251126-2761,operator5,2025-12-16 13:08:06,Очистка фильтров выполнена.
R-20251126-2761,specialist7,2025-12-13 12:08:06,Ожидаем поставку запчастей.
R-20251126-2761,specialist3,2025-12-17 13:08:06,"Ремонт завершен, требуется проверка клиентом."
R-20250807-1962,operator2,2025-08-21 18:39:06,Заменен датчик температуры.
R-20250807-1962,specialist9,2025-08-23 11:39:06,Ожидаем поставку запчастей.
R-20250807-1962,operator2,2025-08-18 14:39:06,Заменен компрессор.
R-20251123-9884,specialist6,2025-12-12 07:00:06,Выполнена профилактическая чистка.
R-20251123-9884,specialist6,2025-12-15 08:00:06,Проверка электрики - все в норме.
R-20251123-9884,operator3,2025-12-22 07:00:06,Требуется заказ комплектующих.
R-20250705-1969,operator,2025-07-24 04:29:06,Заменен компрессор.
R-20250705-1969,specialist3,2025-07-29 08:29:06,Заменен компрессор.
R-20250705-1969,specialist2,2025-08-03 08:29:06,Требуется заказ комплектующих.
R-20250705-1969,specialist4,2025-08-01 07:29:06,Выполнена профилактическая чистка.
R-20250705-1969,operator,2025-07-24 01:29:06,Заменен компрессор.
R-20251027-8354,specialist6,2025-10-30 23:05:06,Выполнена профилактическая чистка.
R-20251027-8354,specialist10,2025-11-10 20:05:06,Заменен компрессор.
R-20251027-8354,specialist9,2025-11-13 00:05:06,Заменен компрессор.
R-20251027-8354,operator4,2025-11-01 00:05:06,Установлена новая плата управления.
R-20251004-4471,operator4,2025-10-18 18:46:06,Выполнена профилактическая чистка.
R-20250911-4363,specialist1,2025-09-30 05:05:06,Выполнена профилактическая чистка.
R-20250911-4363,specialist3,2025-09-19 12:05:06,Выполнена профилактическая чистка.
R-20251215-4573,specialist1,2026-01-11 17:05:06,Настройка параметров работы.
R-20251215-4573,specialist6,2025-12-22 19:05:06,Установлена новая плата управления.
R-20250723-5148,specialist3,2025-08-19 22:19:06,"Ремонт завершен, требуется проверка клиентом."
R-20251013-5505,specialist6,2025-11-11 13:22:06,Настройка параметров работы.
R-20251013-5505,operator4,2025-11-04 13:22:06,Заменен датчик температуры.
R-20251013-5505,specialist6,2025-10-22 14:22:06,Очистка фильтров выполнена.
R-20251013-5505,specialist7,2025-10-23 21:22:06,Настройка параметров работы.
R-20251112-5296,specialist6,2025-11-22 14:52:06,Очистка фильтров выполнена.
R-20251112-5296,specialist,2025-11-13 14:52:06,Настройка параметров работы.
R-20251119-9748,specialist10,2025-11-23 01:05:06,Тестирование всех режимов работы.
R-20251119-9748,specialist6,2025-11-25 20:05:06,Калибровка датчиков выполнена.
R-20251119-9748,specialist9,2025-11-20 21:05:06,Тестирование всех режимов работы.
R-20251119-9748,operator2,2025-12-19 19:05:06,Установлена новая плата управления.
R-20251011-6254,operator4,2025-10-17 06:02:06,Установлена новая плата управления.
R-20251212-8290,specialist3,2025-12-31 13:09:06,Проверка герметичности системы.
R-20251212-8290,specialist1,2026-01-05 06:09:06,"Ремонт завершен, требуется проверка клиентом."
R-20251212-8290,specialist7,2025-12-31 07:09:06,Заменен датчик температуры.
R-20250820-8690,specialist7,2025-09-15 08:14:06,Заменен датчик температуры.
R-20250820-8690,specialist10,2025-09-05 15:14:06,Заменен компрессор.
R-20250820-8690,specialist6,2025-08-23 08:14:06,Установлена новая плата управления.
R-20250820-8690,specialist5,2025-09-17 14:14:06,Очистка фильтров выполнена.
R-20251212-0313,specialist3,2026-01-06 17:14:06,Тестирование всех режимов работы.
R-20251212-0313,specialist2,2025-12-20 18:14:06,Требуется заказ комплектующих.
R-20251212-0313,operator3,2025-12-14 20:14:06,Установлена новая плата управления.
R-20251212-0313,specialist2,2025-12-29 18:14:06,Заменен компрессор.
R-20251212-0313,operator5,2025-12-14 20:14:06,Требуется заказ комплектующих.
R-20251007-4690,specialist2,2025-11-02 04:51:06,Заменен датчик температуры.
R-20250902-0298,specialist10,2025-09-24 22:25:06,Заменен датчик температуры.
R-20250902-0298,specialist9,2025-09-17 15:25:06,Заправка фреоном выполнена. Проверка работы.
R-20250902-0298,specialist2,2025-09-23 18:25:06,Настройка параметров работы.
R-20250902-0298,specialist7,2025-09-09 17:25:06,Заменен датчик температуры.
R-20250720-7507,specialist9,2025-07-23 12:39:06,Калибровка датчиков выполнена.
R-20250720-7507,specialist2,2025-08-01 04:39:06,Установлена новая плата управления.
R-20250720-7507,operator1,2025-08-17 11:39:06,Заменен датчик температуры.
R-20250626-7673,specialist2,2025-07-16 10:58:06,Ожидаем поставку запчастей.
R-20250626-7673,operator2,2025-07-08 10:58:06,Заменен датчик температуры.
R-20250626-7673,specialist5,2025-07-20 10:58:06,Калибровка датчиков выполнена.
R-20250626-7673,specialist6,2025-07-24 11:58:06,Очистка фильтров выполнена.
R-20250718-5695,specialist5,2025-07-27 13:58:06,"Ремонт завершен, требуется проверка клиентом."
R-20250718-5695,operator4,2025-07-27 17:58:06,Очистка фильтров выполнена.
R-20250718-5695,specialist3,2025-08-17 18:58:06,Заменен датчик температуры.
R-20250718-5695,specialist9,2025-08-10 10:58:06,Выполнена профилактическая чистка.
R-20250718-5695,operator,2025-08-10 10:58:06,Провел диагностику. Требуется замена детали.
R-20250625-9531,operator4,2025-06-30 13:40:06,Выполнена профилактическая чистка.
R-20250625-9531,specialist6,2025-07-17 19:40:06,Заменен датчик температуры.
R-20250625-9531,operator2,2025-07-09 14:40:06,Заменен компрессор.
R-20250625-9531,specialist7,2025-07-19 21:40:06,Провел диагностику. Требуется замена детали.
R-20250625-9531,specialist2,2025-07-05 14:40:06,Заправка фреоном выполнена. Проверка работы.
R-20251218-0306,operator3,2026-01-08 20:41:06,Установлена новая плата управления.
R-20251218-0306,operator3,2025-12-23 02:41:06,Тестирование всех режимов работы.
R-20251218-0306,specialist,2026-01-18 02:41:06,Провел диагностику. Требуется замена детали.
R-20251017-2348,specialist10,2025-11-01 14:52:06,Выполнена профилактическая чистка.
R-20251017-2348,specialist1,2025-10-17 15:52:06,Требуется заказ комплектующих.
R-20251115-0742,specialist5,2025-12-10 09:37:06,Тестирование всех режимов работы.
R-20251115-0742,operator3,2025-11-26 04:37:06,Требуется заказ комплектующих.
R-20251006-6916,specialist4,2025-10-30 04:03:06,Калибровка датчиков выполнена.
R-20251006-6916,operator1,2025-10-14 05:03:06,Тестирование всех режимов работы.
R-20251006-6916,operator2,2025-11-05 08:03:06,Проверка электрики - все в норме.
R-20251128-6172,specialist6,2025-12-15 12:50:06,Заменен компрессор.
R-20251128-6172,specialist4,2025-12-02 14:50:06,Калибровка датчиков выполнена.
R-20251128-6172,operator5,2025-12-28 09:50:06,Заменен датчик температуры.
R-20250914-7842,operator2,2025-10-02 00:26:06,Заменен компрессор.
R-20250821-3653,specialist4,2025-09-07 20:49:06,Проверка электрики - все в норме.
R-20250909-5129,specialist8,2025-09-25 03:39:06,"Ремонт завершен, требуется проверка клиентом."
R-20250909-5129,specialist6,2025-10-08 07:39:06,Требуется заказ комплектующих.
R-20250909-5129,specialist5,2025-09-15 05:39:06,Ожидаем поставку запчастей.
R-20250909-5129,operator3,2025-10-01 06:39:06,"Ремонт завершен, требуется проверка клиентом."
R-20250909-5129,specialist6,2025-09-17 04:39:06,Настройка параметров работы.
R-20250622-1240,operator1,2025-07-01 20:20:06,Ожидаем поставку запчастей.
R-20250902-0862,operator2,2025-10-02 23:23:06,Проверка герметичности системы.
R-20250902-0862,specialist5,2025-09-16 06:23:06,Установлена новая плата управления.
R-20250902-0862,operator5,2025-09-22 23:23:06,Калибровка датчиков выполнена.
R-20250902-0862,specialist4,2025-09-03 06:23:06,Проверка электрики - все в норме.
R-20250902-0862,operator2,2025-09-03 02:23:06,Очистка фильтров выполнена.
